,Guessed_Champion,Actual_Champion,Comparison
0,Twitch,Illaoi,RRRGRRR
0,Twitch,Irelia,RRRGRRR
0,Twitch,Ivern,GRRGGRR
0,Twitch,Janna,RRRGGOG
0,Twitch,Jarvan IV,GRRGRRR
0,Twitch,Jax,GRRGRRG
0,Twitch,Jayce,GRRGORR
0,Twitch,Jhin,GGRGGRR
0,Twitch,Jinx,RGOGGGR
0,Twitch,K'Sante,GRRGRRR
0,Twitch,Kai'Sa,RGRGGRR
0,Twitch,Kalista,RGRGGRR
0,Twitch,Karma,RRRGGRR
0,Twitch,Karthus,GRRGGRG
0,Twitch,Kassadin,GRRGRRG
0,Twitch,Katarina,RRRRRRG
0,Twitch,Kayle,RRRGORG
0,Twitch,Kayn,GRRGRRR
0,Twitch,Kennen,GRRRGRR
0,Twitch,Kha'Zix,GRRGRRR
0,Twitch,Kindred,RRRGGRR
0,Twitch,Kled,GRRRRRR
0,Twitch,Kog'Maw,GGRGGRR
0,Twitch,LeBlanc,RRRGGRR
0,Twitch,Lee Sin,GRRRRRR
0,Twitch,Leona,RRRGRRR
0,Twitch,Lillia,RRRGRRR
0,Twitch,Lissandra,RRRGGRR
0,Twitch,Lucian,GGRGGRR
0,Twitch,Lulu,RRRGGRR
0,Twitch,Lux,RRRGGRR
0,Twitch,Malphite,GRRGRRG
0,Twitch,Malzahar,GRRGGRR
0,Twitch,Maokai,GRRGRRR
0,Twitch,Master Yi,GRRGRRG
0,Twitch,Millio,GRRGGRR
0,Twitch,Miss Fortune,RGRGGRR
0,Twitch,Mordekaiser,GRRRRRR
0,Twitch,Morgana,RRRGGRG
0,Twitch,Naafiri,RRRGRRR
0,Twitch,Nami,RRRGGRR
0,Twitch,Nasus,GRRGRRG
0,Twitch,Nautilus,GRRGRRR
0,Twitch,Neeko,RRRGGRR
0,Twitch,Nidalee,RRRGGRG
0,Twitch,Nilah,RGRGRRR
0,Twitch,Nocturne,GRRGRRR
0,Twitch,Nunu & Willump,GRRGRRG
0,Twitch,Olaf,GRRGRRR
0,Twitch,Orianna,RRRGGRR
0,Twitch,Ornn,GRRGRRR
0,Twitch,Pantheon,GRRGRRR
0,Twitch,Poppy,RRRGRRR
0,Twitch,Pyke,GRRGRRR
0,Twitch,Qiyana,RRRGRRR
0,Twitch,Quinn,RRRGGRR
0,Twitch,Rakan,GRRGRRR
0,Twitch,Rammus,GRRGRRG
0,Twitch,Rek'Sai,RRRGRRR
0,Twitch,Rell,RRRGRRR
0,Twitch,Renata Glasc,RROGGGR
0,Twitch,Renekton,GRRRRRR
0,Twitch,Rengar,GRRRRRR
0,Twitch,Riven,RRRRRRR
0,Twitch,Rumble,GRRRRRR
0,Twitch,Ryze,GRRGGRG
0,Twitch,Samira,RGRGGRR
0,Twitch,Searphine,RRRGGOR
0,Twitch,Sejuani,RRRGRRR
0,Twitch,Senna,RRRGGRR
0,Twitch,Sett,GRRRRRR
0,Twitch,Shaco,GRRGRRG
0,Twitch,Shen,GRRRRRR
0,Twitch,Shyvana,RRRRRRR
0,Twitch,Singed,GROGROG
0,Twitch,Sion,GRRGRRG
0,Twitch,Sivir,RGRGGRG
0,Twitch,Skarner,GRRGRRR
0,Twitch,Sona,RRRGGRR
0,Twitch,Soraka,RRRGGRG
0,Twitch,Swain,GRRGGRR
0,Twitch,Sylas,GRRGRRR
0,Twitch,Syndra,RRRGGRR
0,Twitch,Tahm Kench,GRRGRRR
0,Twitch,Taliyah,RRRGGRR
0,Twitch,Talon,GRRGRRR
0,Twitch,Taric,GRRGRRG
0,Twitch,Teemo,GRRGGRG
0,Twitch,Thresh,GRRGGRR
0,Twitch,Tristana,RGRGGRG
0,Twitch,Trundle,GRRGRRR
0,Twitch,Tryndamere,GRRRRRG
0,Twitch,Twisted Fate,GRRGGRG
0,Twitch,Twitch,GGGGGGG
0,Twitch,Udyr,GRRGRRG
0,Twitch,Urgot,GROGGOR
0,Twitch,Varus,GORGGRR
0,Twitch,Vayne,RORGGRR
0,Twitch,Veigar,GRRGGRG
0,Twitch,Vel'Koz,GRRGGRR
0,Twitch,Vex,RRRGGRR
0,Twitch,Vi,RRRGROR
0,Twitch,Viego,GRRRRRR
0,Twitch,Viktor,GRRGGOR
0,Twitch,Vladimir,GRRRGRR
0,Twitch,Volibear,GRRGRRR
0,Twitch,Warwick,GROGRGG
0,Twitch,Wukong,GRRGRRR
0,Twitch,Xayah,RGRGGRR
0,Twitch,Xerath,GRRGGRR
0,Twitch,Xin Zhao,GRRGRRR
0,Twitch,Yasuo,GRRRRRR
0,Twitch,Yone,GRRRRRR
0,Twitch,Yorick,GRRGRRR
0,Twitch,Yuumi,RRRGGRR
0,Twitch,Zac,GRRRRGR
0,Twitch,Zed,GRRRRRR
0,Twitch,Zeri,RGRGGGR
0,Twitch,Ziggs,GORGGGR
0,Twitch,Zilean,GRRGGRG
0,Twitch,Zoe,RRRGGRR
0,Twitch,Zyra,RRRGGRR
0,Udyr,Aatrox,GORRGRR
0,Udyr,Ahri,RRRGRRR
0,Udyr,Akali,ROORGOR
0,Udyr,Akshan,GOOGRRR
0,Udyr,Alistar,GRRGGRG
0,Udyr,Amumu,GORGGRG
0,Udyr,Anivia,RRRGROG
0,Udyr,Annie,RROGRRG
0,Udyr,Aphelios,GRGGRRR
0,Udyr,Ashe,RROGROG
0,Udyr,Aurelion Sol,GRRGRRR
0,Udyr,Azir,GRRGRRR
0,Udyr,Bard,GRRGRRR
0,Udyr,Bel'Veth,RORRGRR
0,Udyr,Blitzcrank,RRRGGRG
0,Udyr,Brand,GROGROR
0,Udyr,Braum,GROGGOR
0,Udyr,Briar,RORRGRR
0,Udyr,Caitlyn,RROGRRR
0,Udyr,Camille,ROOGGRR
0,Udyr,Cassiopeia,RROGRRR
0,Udyr,Cho'Gath,GORGGRG
0,Udyr,Corki,GRRGRRG
0,Udyr,Darius,GOOGGRR
0,Udyr,Diana,ROOGGRR
0,Udyr,Dr. Mundo,GOORGRG
0,Udyr,Draven,GROGRRR
0,Udyr,Ekko,GOOGGRR
0,Udyr,Elise,ROOGORR
0,Udyr,Evelynn,RORGGRG
0,Udyr,Ezreal,GROGRRR
0,Udyr,Fiddlesticks,RORGRRG
0,Udyr,Fiora,ROOGGRR
0,Udyr,Fizz,GRRGGRR
0,Udyr,Galio,GRRGGRR
0,Udyr,Gangplank,GOOGGRG
0,Udyr,Garen,GOORGRR
0,Udyr,Gnar,GORROOR
0,Udyr,Gragas,GGOGGOR
0,Udyr,Graves,GOOGRRR
0,Udyr,Gwen,ROOGGRR
0,Udyr,Hecarim,GORGGRR
0,Udyr,Heimerdinger,GRRGRRG
0,Udyr,Illaoi,ROGGGRR
0,Udyr,Irelia,ROGGGOR
0,Udyr,Ivern,GOOGRGR
0,Udyr,Janna,RRRGRRG
0,Udyr,Jarvan IV,GOOGGRR
0,Udyr,Jax,GGRGGRG
0,Udyr,Jayce,GOOGORR
0,Udyr,Jhin,GRGGROR
0,Udyr,Jinx,RROGRRR
0,Udyr,K'Sante,GOOGGRR
0,Udyr,Kai'Sa,RROGRRR
0,Udyr,Kalista,RRRGRRR
0,Udyr,Karma,RRGGROR
0,Udyr,Karthus,GORGRRG
0,Udyr,Kassadin,GROGGRG
0,Udyr,Katarina,RRORGRG
0,Udyr,Kayle,ROOGORG
0,Udyr,Kayn,GOOGGOR
0,Udyr,Kennen,GORRRRR
0,Udyr,Kha'Zix,GORGGRR
0,Udyr,Kindred,RORGRRR
0,Udyr,Kled,GORRGRR
0,Udyr,Kog'Maw,GRRGRRR
0,Udyr,LeBlanc,RROGRRR
0,Udyr,Lee Sin,GOGRGOR
0,Udyr,Leona,RROGGRR
0,Udyr,Lillia,RORGGOR
0,Udyr,Lissandra,RROGROR
0,Udyr,Lucian,GROGRRR
0,Udyr,Lulu,RRRGRRR
0,Udyr,Lux,RROGRRR
0,Udyr,Malphite,GORGGRG
0,Udyr,Malzahar,GROGRRR
0,Udyr,Maokai,GORGGRR
0,Udyr,Master Yi,GOGGGOG
0,Udyr,Millio,GROGRRR
0,Udyr,Miss Fortune,RROGRRR
0,Udyr,Mordekaiser,GORRGRR
0,Udyr,Morgana,RROGRRG
0,Udyr,Naafiri,RRRGGRR
0,Udyr,Nami,RRRGRRR
0,Udyr,Nasus,GORGGRG
0,Udyr,Nautilus,GRRGGRR
0,Udyr,Neeko,RRRGRRR
0,Udyr,Nidalee,ROGGRRG
0,Udyr,Nilah,RROGGRR
0,Udyr,Nocturne,GORGGRR
0,Udyr,Nunu & Willump,GOOGGOG
0,Udyr,Olaf,GGOGGOR
0,Udyr,Orianna,RRRGRRR
0,Udyr,Ornn,GORGGOR
0,Udyr,Pantheon,GOOGGRR
0,Udyr,Poppy,RGRGGRR
0,Udyr,Pyke,GRRGGRR
0,Udyr,Qiyana,RROGGRR
0,Udyr,Quinn,ROOGRRR
0,Udyr,Rakan,GRRGGOR
0,Udyr,Rammus,GORGGRG
0,Udyr,Rek'Sai,RORGGRR
0,Udyr,Rell,RROGGRR
0,Udyr,Renata Glasc,RROGRRR
0,Udyr,Renekton,GORRGRR
0,Udyr,Rengar,GGRRGRR
0,Udyr,Riven,ROORGOR
0,Udyr,Rumble,GORRGRR
0,Udyr,Ryze,GOOGRRG
0,Udyr,Samira,RROGRRR
0,Udyr,Searphine,RROGRRR
0,Udyr,Sejuani,ROOGGOR
0,Udyr,Senna,RROGRRR
0,Udyr,Sett,GOORGOR
0,Udyr,Shaco,GORGGRG
0,Udyr,Shen,GOGRGOR
0,Udyr,Shyvana,RORRGRR
0,Udyr,Singed,GOOGGRG
0,Udyr,Sion,GORGGRG
0,Udyr,Sivir,RROGRRG
0,Udyr,Skarner,GORGGRR
0,Udyr,Sona,RROGROR
0,Udyr,Soraka,RRRGROG
0,Udyr,Swain,GROGRRR
0,Udyr,Sylas,GOOGGOR
0,Udyr,Syndra,RROGROR
0,Udyr,Tahm Kench,GORGGRR
0,Udyr,Taliyah,ROOGRRR
0,Udyr,Talon,GOOGGRR
0,Udyr,Taric,GROGGRG
0,Udyr,Teemo,GORGRRG
0,Udyr,Thresh,GRRGRRR
0,Udyr,Tristana,RRRGRRG
0,Udyr,Trundle,GGRGGOR
0,Udyr,Tryndamere,GOORGOG
0,Udyr,Twisted Fate,GROGRRG
0,Udyr,Twitch,GRRGRRG
0,Udyr,Udyr,GGGGGGG
0,Udyr,Urgot,GOOGRRR
0,Udyr,Varus,GROGROR
0,Udyr,Vayne,ROOGRRR
0,Udyr,Veigar,GRRGRRG
0,Udyr,Vel'Koz,GRRGRRR
0,Udyr,Vex,RRRGRRR
0,Udyr,Vi,ROOGGRR
0,Udyr,Viego,GORRGRR
0,Udyr,Viktor,GROGRRR
0,Udyr,Vladimir,GRORRRR
0,Udyr,Volibear,GGRGGOR
0,Udyr,Warwick,GGOGGRG
0,Udyr,Wukong,GGRGGOR
0,Udyr,Xayah,RRRGROR
0,Udyr,Xerath,GRRGRRR
0,Udyr,Xin Zhao,GOOGGOR
0,Udyr,Yasuo,GRORGOR
0,Udyr,Yone,GOORGRR
0,Udyr,Yorick,GOOGGRR
0,Udyr,Yuumi,RRRGRRR
0,Udyr,Zac,GORRGRR
0,Udyr,Zed,GRORGOR
0,Udyr,Zeri,RROGRRR
0,Udyr,Ziggs,GRRGRRR
0,Udyr,Zilean,GROGRRG
0,Udyr,Zoe,RROGRRR
0,Udyr,Zyra,RRRGRRR
0,Urgot,Aatrox,GGRRRRR
0,Urgot,Ahri,RRRGGRR
0,Urgot,Akali,ROORRRR
0,Urgot,Akshan,GOOGGRR
0,Urgot,Alistar,GRRGRRR
0,Urgot,Amumu,GRRGRRR
0,Urgot,Anivia,RRRGGRR
0,Urgot,Annie,RROGGOR
0,Urgot,Aphelios,GROGGRR
0,Urgot,Ashe,RROGGRR
0,Urgot,Aurelion Sol,GRRGGRR
0,Urgot,Azir,GRRGGRR
0,Urgot,Bard,GRRGGRR
0,Urgot,Bel'Veth,RRRRRRR
0,Urgot,Blitzcrank,RRRGROR
0,Urgot,Brand,GROGGRR
0,Urgot,Braum,GROGRRR
0,Urgot,Briar,RRRRROR
0,Urgot,Caitlyn,RROGGRR
0,Urgot,Camille,RGOGRRR
0,Urgot,Cassiopeia,RROGGRG
0,Urgot,Cho'Gath,GGRGRRR
0,Urgot,Corki,GRRGGRR
0,Urgot,Darius,GGOGROR
0,Urgot,Diana,RROGRRR
0,Urgot,Dr. Mundo,GGORROR
0,Urgot,Draven,GROGGOR
0,Urgot,Ekko,GROGROR
0,Urgot,Elise,RROGOOR
0,Urgot,Evelynn,RRRGRRR
0,Urgot,Ezreal,GROGGRG
0,Urgot,Fiddlesticks,RRRGGRR
0,Urgot,Fiora,RGOGRRR
0,Urgot,Fizz,GRRGRRR
0,Urgot,Galio,GRRGRRG
0,Urgot,Gangplank,GGOGRRR
0,Urgot,Garen,GGORRRG
0,Urgot,Gnar,GGRRORR
0,Urgot,Gragas,GOOGRRG
0,Urgot,Graves,GROGGRR
0,Urgot,Gwen,RGOGRRR
0,Urgot,Hecarim,GRRGRRR
0,Urgot,Heimerdinger,GRRGGRR
0,Urgot,Illaoi,RGOGRRR
0,Urgot,Irelia,ROOGRRG
0,Urgot,Ivern,GROGGRR
0,Urgot,Janna,RRRGGOR
0,Urgot,Jarvan IV,GROGRRR
0,Urgot,Jax,GORGRRR
0,Urgot,Jayce,GOOGORR
0,Urgot,Jhin,GROGGRR
0,Urgot,Jinx,RROGGOR
0,Urgot,K'Sante,GGOGRRR
0,Urgot,Kai'Sa,RROGGRR
0,Urgot,Kalista,RRRGGRR
0,Urgot,Karma,RROGGRR
0,Urgot,Karthus,GRRGGOR
0,Urgot,Kassadin,GROGRRR
0,Urgot,Katarina,RRORROR
0,Urgot,Kayle,RGOGORR
0,Urgot,Kayn,GROGROR
0,Urgot,Kennen,GGRRGRG
0,Urgot,Kha'Zix,GRRGRRR
0,Urgot,Kindred,RRRGGRR
0,Urgot,Kled,GGRRROR
0,Urgot,Kog'Maw,GRRGGRG
0,Urgot,LeBlanc,RROGGOG
0,Urgot,Lee Sin,GRORRRR
0,Urgot,Leona,RROGRRR
0,Urgot,Lillia,RRRGRRR
0,Urgot,Lissandra,RROGGRR
0,Urgot,Lucian,GROGGRR
0,Urgot,Lulu,RRRGGRR
0,Urgot,Lux,RROGGRG
0,Urgot,Malphite,GGRGRRR
0,Urgot,Malzahar,GROGGRG
0,Urgot,Maokai,GRRGRRR
0,Urgot,Master Yi,GROGRRR
0,Urgot,Millio,GROGGRR
0,Urgot,Miss Fortune,RROGGRG
0,Urgot,Mordekaiser,GGRRROG
0,Urgot,Morgana,RROGGRR
0,Urgot,Naafiri,RRRGRRR
0,Urgot,Nami,RRRGGRG
0,Urgot,Nasus,GGRGRRR
0,Urgot,Nautilus,GRRGRRR
0,Urgot,Neeko,RRRGGRR
0,Urgot,Nidalee,RROGGRR
0,Urgot,Nilah,RROGRRR
0,Urgot,Nocturne,GRRGRRR
0,Urgot,Nunu & Willump,GROGRRR
0,Urgot,Olaf,GOOGRRG
0,Urgot,Orianna,RRRGGRR
0,Urgot,Ornn,GGRGRRR
0,Urgot,Pantheon,GOOGRRG
0,Urgot,Poppy,RORGRRG
0,Urgot,Pyke,GRRGRRR
0,Urgot,Qiyana,RROGRRR
0,Urgot,Quinn,RGOGGRR
0,Urgot,Rakan,GRRGRRR
0,Urgot,Rammus,GRRGRRR
0,Urgot,Rek'Sai,RRRGRRR
0,Urgot,Rell,RROGROR
0,Urgot,Renata Glasc,RROGGOR
0,Urgot,Renekton,GGRRRRR
0,Urgot,Rengar,GORRRRR
0,Urgot,Riven,RGORROR
0,Urgot,Rumble,GORRRRR
0,Urgot,Ryze,GOOGGRR
0,Urgot,Samira,RROGGOR
0,Urgot,Searphine,RROGGOR
0,Urgot,Sejuani,RROGRRR
0,Urgot,Senna,RROGGRR
0,Urgot,Sett,GGORRRR
0,Urgot,Shaco,GRRGRRR
0,Urgot,Shen,GGORRRG
0,Urgot,Shyvana,RRRRRRR
0,Urgot,Singed,GGOGROR
0,Urgot,Sion,GGRGROR
0,Urgot,Sivir,RROGGRR
0,Urgot,Skarner,GRRGRRR
0,Urgot,Sona,RROGGRG
0,Urgot,Soraka,RRRGGRR
0,Urgot,Swain,GROGGOG
0,Urgot,Sylas,GGOGRRR
0,Urgot,Syndra,RROGGRR
0,Urgot,Tahm Kench,GORGRRR
0,Urgot,Taliyah,RROGGRR
0,Urgot,Talon,GROGROR
0,Urgot,Taric,GROGRRR
0,Urgot,Teemo,GGRGGRR
0,Urgot,Thresh,GRRGGRR
0,Urgot,Tristana,RRRGGRR
0,Urgot,Trundle,GORGRRG
0,Urgot,Tryndamere,GGORRRR
0,Urgot,Twisted Fate,GROGGRR
0,Urgot,Twitch,GROGGOR
0,Urgot,Udyr,GOOGRRR
0,Urgot,Urgot,GGGGGGG
0,Urgot,Varus,GROGGRR
0,Urgot,Vayne,ROOGGRR
0,Urgot,Veigar,GRRGGRR
0,Urgot,Vel'Koz,GRRGGRR
0,Urgot,Vex,RRRGGRR
0,Urgot,Vi,RROGROR
0,Urgot,Viego,GRRRRRR
0,Urgot,Viktor,GROGGOR
0,Urgot,Vladimir,GRORGOG
0,Urgot,Volibear,GORGRRR
0,Urgot,Warwick,GOGGROR
0,Urgot,Wukong,GORGRRR
0,Urgot,Xayah,RRRGGRR
0,Urgot,Xerath,GRRGGRR
0,Urgot,Xin Zhao,GROGROG
0,Urgot,Yasuo,GRORRRR
0,Urgot,Yone,GOORRRR
0,Urgot,Yorick,GGOGRRR
0,Urgot,Yuumi,RRRGGRR
0,Urgot,Zac,GRRRROR
0,Urgot,Zed,GRORRRR
0,Urgot,Zeri,RROGGOR
0,Urgot,Ziggs,GRRGGOR
0,Urgot,Zilean,GROGGRR
0,Urgot,Zoe,RROGGRR
0,Urgot,Zyra,RRRGGRR
0,Varus,Aatrox,GRORROR
0,Varus,Ahri,RORGGOR
0,Varus,Akali,ROORROR
0,Varus,Akshan,GOOGGOR
0,Varus,Alistar,GRRGROR
0,Varus,Amumu,GRRGROR
0,Varus,Anivia,RORGGRR
0,Varus,Annie,ROOGGOR
0,Varus,Aphelios,GOOGGRR
0,Varus,Ashe,ROOGGRR
0,Varus,Aurelion Sol,GORGGOR
0,Varus,Azir,GORGGOR
0,Varus,Bard,GRRGGOR
0,Varus,Bel'Veth,RRRRRRR
0,Varus,Blitzcrank,RRRGRRR
0,Varus,Brand,GROGGOR
0,Varus,Braum,GROGRRR
0,Varus,Briar,RRRRRRR
0,Varus,Caitlyn,ROOGGRR
0,Varus,Camille,RROGRRR
0,Varus,Cassiopeia,ROOGGOR
0,Varus,Cho'Gath,GRRGRRR
0,Varus,Corki,GORGGRR
0,Varus,Darius,GROGRRG
0,Varus,Diana,ROOGRRG
0,Varus,Dr. Mundo,GRORRRR
0,Varus,Draven,GOOGGRG
0,Varus,Ekko,GOOGRRR
0,Varus,Elise,RROGORG
0,Varus,Evelynn,RRRGROR
0,Varus,Ezreal,GOOGGRR
0,Varus,Fiddlesticks,RRRGGOR
0,Varus,Fiora,RROGRRG
0,Varus,Fizz,GORGRRR
0,Varus,Galio,GORGRRR
0,Varus,Gangplank,GROGRRR
0,Varus,Garen,GRORRRR
0,Varus,Gnar,GRRRORR
0,Varus,Gragas,GROGRRR
0,Varus,Graves,GROGGRR
0,Varus,Gwen,RROGRRR
0,Varus,Hecarim,GRRGRRG
0,Varus,Heimerdinger,GORGGRR
0,Varus,Illaoi,RROGRRR
0,Varus,Irelia,ROOGROR
0,Varus,Ivern,GROGGOR
0,Varus,Janna,RRRGGOR
0,Varus,Jarvan IV,GROGRRR
0,Varus,Jax,GRRGROR
0,Varus,Jayce,GOOGORG
0,Varus,Jhin,GOOGGOR
0,Varus,Jinx,ROOGGRR
0,Varus,K'Sante,GROGROR
0,Varus,Kai'Sa,ROOGGOR
0,Varus,Kalista,RORGGRR
0,Varus,Karma,RROGGOR
0,Varus,Karthus,GRRGGRR
0,Varus,Kassadin,GOOGROR
0,Varus,Katarina,ROORRRR
0,Varus,Kayle,RROGORR
0,Varus,Kayn,GROGROR
0,Varus,Kennen,GRRRGRR
0,Varus,Kha'Zix,GRRGRRG
0,Varus,Kindred,RRRGGOR
0,Varus,Kled,GRRRRRR
0,Varus,Kog'Maw,GORGGRR
0,Varus,LeBlanc,ROOGGRR
0,Varus,Lee Sin,GRORROR
0,Varus,Leona,RROGRRR
0,Varus,Lillia,RRRGROR
0,Varus,Lissandra,ROOGGRR
0,Varus,Lucian,GOOGGRR
0,Varus,Lulu,RRRGGRG
0,Varus,Lux,ROOGGRR
0,Varus,Malphite,GRRGROR
0,Varus,Malzahar,GOOGGOR
0,Varus,Maokai,GRRGRRR
0,Varus,Master Yi,GROGROR
0,Varus,Millio,GROGGRR
0,Varus,Miss Fortune,ROOGGRR
0,Varus,Mordekaiser,GRRRRRR
0,Varus,Morgana,RROGGRR
0,Varus,Naafiri,ROOGROR
0,Varus,Nami,RRRGGOR
0,Varus,Nasus,GRRGROR
0,Varus,Nautilus,GRRGRRG
0,Varus,Neeko,RORGGRR
0,Varus,Nidalee,RROGGRR
0,Varus,Nilah,ROOGRRR
0,Varus,Nocturne,GRRGROR
0,Varus,Nunu & Willump,GROGRRR
0,Varus,Olaf,GROGRRR
0,Varus,Orianna,RORGGRR
0,Varus,Ornn,GRRGRRR
0,Varus,Pantheon,GOOGRRR
0,Varus,Poppy,RRRGRRR
0,Varus,Pyke,GRRGRRR
0,Varus,Qiyana,ROOGRRR
0,Varus,Quinn,RROGGRR
0,Varus,Rakan,GRRGROR
0,Varus,Rammus,GRRGROR
0,Varus,Rek'Sai,RRRGROR
0,Varus,Rell,RROGRRR
0,Varus,Renata Glasc,RROGGRR
0,Varus,Renekton,GRRRROR
0,Varus,Rengar,GRRRROG
0,Varus,Riven,RRORROR
0,Varus,Rumble,GORRRRR
0,Varus,Ryze,GOOGGOR
0,Varus,Samira,ROOGGOR
0,Varus,Searphine,RROGGRR
0,Varus,Sejuani,RROGRRG
0,Varus,Senna,RROGGRR
0,Varus,Sett,GRORROR
0,Varus,Shaco,GRRGROR
0,Varus,Shen,GRORROR
0,Varus,Shyvana,RRRRRRR
0,Varus,Singed,GROGRRR
0,Varus,Sion,GRRGRRR
0,Varus,Sivir,ROOGGOR
0,Varus,Skarner,GRRGROR
0,Varus,Sona,RROGGOR
0,Varus,Soraka,RRRGGOR
0,Varus,Swain,GOOGGRR
0,Varus,Sylas,GROGRRR
0,Varus,Syndra,ROOGGOG
0,Varus,Tahm Kench,GRRGROR
0,Varus,Taliyah,ROOGGOR
0,Varus,Talon,GOOGRRR
0,Varus,Taric,GROGRRR
0,Varus,Teemo,GRRGGRR
0,Varus,Thresh,GRRGGRR
0,Varus,Tristana,RORGGRR
0,Varus,Trundle,GRRGRRR
0,Varus,Tryndamere,GRORRRR
0,Varus,Twisted Fate,GOOGGRR
0,Varus,Twitch,GORGGRR
0,Varus,Udyr,GROGROR
0,Varus,Urgot,GROGGRR
0,Varus,Varus,GGGGGGG
0,Varus,Vayne,ROOGGRR
0,Varus,Veigar,GORGGOR
0,Varus,Vel'Koz,GORGGRR
0,Varus,Vex,RORGGRR
0,Varus,Vi,RROGRRG
0,Varus,Viego,GRRRRRR
0,Varus,Viktor,GOOGGRR
0,Varus,Vladimir,GOORGRR
0,Varus,Volibear,GRRGRRR
0,Varus,Warwick,GROGRRR
0,Varus,Wukong,GRRGROR
0,Varus,Xayah,RORGGOR
0,Varus,Xerath,GORGGOR
0,Varus,Xin Zhao,GROGROR
0,Varus,Yasuo,GOORROR
0,Varus,Yone,GOORRRR
0,Varus,Yorick,GROGRRR
0,Varus,Yuumi,RRRGGRR
0,Varus,Zac,GRRRRRR
0,Varus,Zed,GOORROG
0,Varus,Zeri,ROOGGRR
0,Varus,Ziggs,GGRGGRG
0,Varus,Zilean,GROGGOR
0,Varus,Zoe,ROOGGRR
0,Varus,Zyra,RRRGGRG
0,Vayne,Aatrox,RORRRRR
0,Vayne,Ahri,GRRGGRG
0,Vayne,Akali,GOGRRRR
0,Vayne,Akshan,ROGGGRR
0,Vayne,Alistar,RRRGRRR
0,Vayne,Amumu,RRRGRRR
0,Vayne,Anivia,GRRGGRR
0,Vayne,Annie,GROGGRR
0,Vayne,Aphelios,ROOGGRR
0,Vayne,Ashe,GOOGGRR
0,Vayne,Aurelion Sol,RRRGGRR
0,Vayne,Azir,RRRGGRR
0,Vayne,Bard,RRRGGRR
0,Vayne,Bel'Veth,GRRRRRR
0,Vayne,Blitzcrank,RRRGRRR
0,Vayne,Brand,RROGGRG
0,Vayne,Braum,RROGRRR
0,Vayne,Briar,GRRRRRR
0,Vayne,Caitlyn,GOGGGRG
0,Vayne,Camille,GOOGRRR
0,Vayne,Cassiopeia,GROGGRR
0,Vayne,Cho'Gath,RORGRRR
0,Vayne,Corki,RRRGGRR
0,Vayne,Darius,ROGGRRR
0,Vayne,Diana,GROGRRR
0,Vayne,Dr. Mundo,ROORRRR
0,Vayne,Draven,ROGGGRR
0,Vayne,Ekko,RRGGRRR
0,Vayne,Elise,GROGORR
0,Vayne,Evelynn,GRRGRRR
0,Vayne,Ezreal,ROOGGRR
0,Vayne,Fiddlesticks,RRRGGRR
0,Vayne,Fiora,GOGGRGR
0,Vayne,Fizz,RRRGRRG
0,Vayne,Galio,RRRGRGR
0,Vayne,Gangplank,ROGGRRR
0,Vayne,Garen,ROGRRGR
0,Vayne,Gnar,RORRORR
0,Vayne,Gragas,ROGGRRR
0,Vayne,Graves,RRGGGRG
0,Vayne,Gwen,GOOGRRR
0,Vayne,Hecarim,RRRGRRR
0,Vayne,Heimerdinger,RRRGGRR
0,Vayne,Illaoi,GOOGRRR
0,Vayne,Irelia,GOOGRRR
0,Vayne,Ivern,RROGGRR
0,Vayne,Janna,GRRGGRR
0,Vayne,Jarvan IV,RRGGRGG
0,Vayne,Jax,RORGRRR
0,Vayne,Jayce,ROGGORR
0,Vayne,Jhin,ROOGGRR
0,Vayne,Jinx,GOOGGRR
0,Vayne,K'Sante,ROGGRRR
0,Vayne,Kai'Sa,GOOGGRR
0,Vayne,Kalista,GORGGRR
0,Vayne,Karma,GROGGRG
0,Vayne,Karthus,RRRGGRR
0,Vayne,Kassadin,RROGRRR
0,Vayne,Katarina,GRGRRRR
0,Vayne,Kayle,GOOGOOR
0,Vayne,Kayn,RROGRRR
0,Vayne,Kennen,RORRGRR
0,Vayne,Kha'Zix,RRRGRRR
0,Vayne,Kindred,RRRGGRR
0,Vayne,Kled,RORRRRR
0,Vayne,Kog'Maw,RORGGRR
0,Vayne,LeBlanc,GROGGRR
0,Vayne,Lee Sin,RRORRRG
0,Vayne,Leona,GROGRRG
0,Vayne,Lillia,GRRGRRR
0,Vayne,Lissandra,GROGGRR
0,Vayne,Lucian,ROGGGOR
0,Vayne,Lulu,GRRGGRR
0,Vayne,Lux,GROGGGR
0,Vayne,Malphite,RORGRRR
0,Vayne,Malzahar,RROGGRR
0,Vayne,Maokai,RRRGRRG
0,Vayne,Master Yi,RROGRRR
0,Vayne,Millio,RROGGRR
0,Vayne,Miss Fortune,GOGGGRR
0,Vayne,Mordekaiser,RORRRRR
0,Vayne,Morgana,GROGGOR
0,Vayne,Naafiri,GRRGRRR
0,Vayne,Nami,GRRGGRR
0,Vayne,Nasus,RORGRRR
0,Vayne,Nautilus,RRRGRRR
0,Vayne,Neeko,GRRGGRR
0,Vayne,Nidalee,GROGGRR
0,Vayne,Nilah,GOOGRRR
0,Vayne,Nocturne,RRRGRRG
0,Vayne,Nunu & Willump,RROGRRR
0,Vayne,Olaf,ROOGRRR
0,Vayne,Orianna,GRRGGRG
0,Vayne,Ornn,RORGRRR
0,Vayne,Pantheon,ROOGRRR
