,Guessed_Champion,Actual_Champion,Comparison
19584,Skarner,Lillia,RGRGGRR
19585,Skarner,Lissandra,RRRGRRR
19586,Skarner,Lucian,GRRGRRR
19587,Skarner,Lulu,RRRGRRR
19588,Skarner,Lux,RRRGRRR
19589,Skarner,Malphite,GRRGGOR
19590,Skarner,Malzahar,GRRGROR
19591,Skarner,Maokai,GORGGRG
19592,Skarner,Master Yi,GGRGGRR
19593,Skarner,Millio,GRRGRRR
19594,Skarner,Miss Fortune,RRRGRRR
19595,Skarner,Mordekaiser,GRRRGRR
19596,Skarner,Morgana,RRRGRRR
19597,Skarner,Naafiri,RRRGGGR
19598,Skarner,Nami,RRRGROR
19599,Skarner,Nasus,GRRGGGR
19600,Skarner,Nautilus,GRRGGRR
19601,Skarner,Neeko,RRRGRRR
19602,Skarner,Nidalee,RGRGRRR
19603,Skarner,Nilah,RRRGGRR
19604,Skarner,Nocturne,GGRGGRG
19605,Skarner,Nunu & Willump,GGRGGRR
19606,Skarner,Olaf,GORGGRR
19607,Skarner,Orianna,RRRGRRG
19608,Skarner,Ornn,GRRGGRR
19609,Skarner,Pantheon,GRRGGRR
19610,Skarner,Poppy,RORGGRR
19611,Skarner,Pyke,GRRGGRR
19612,Skarner,Qiyana,RRRGGRR
19613,Skarner,Quinn,RRRGRRR
19614,Skarner,Rakan,GRRGGRR
19615,Skarner,Rammus,GGRGGGR
19616,Skarner,Rek'Sai,RGRGGOR
19617,Skarner,Rell,RRRGGRR
19618,Skarner,Renata Glasc,RRRGRRR
19619,Skarner,Renekton,GRRRGGG
19620,Skarner,Rengar,GORRGOR
19621,Skarner,Riven,RRRRGRG
19622,Skarner,Rumble,GRRRGRG
19623,Skarner,Ryze,GRRGRRR
19624,Skarner,Samira,RRRGROR
19625,Skarner,Searphine,RRRGRRR
19626,Skarner,Sejuani,RGRGGRR
19627,Skarner,Senna,RRRGRRR
19628,Skarner,Sett,GRRRGRR
19629,Skarner,Shaco,GGRGGRR
19630,Skarner,Shen,GRRRGRR
19631,Skarner,Shyvana,RGRRGRG
19632,Skarner,Singed,GRRGGRR
19633,Skarner,Sion,GRRGGRR
19634,Skarner,Sivir,RRRGRGR
19635,Skarner,Skarner,GGGGGGG
19636,Skarner,Sona,RRRGRRR
19637,Skarner,Soraka,RRRGRRR
19638,Skarner,Swain,GRRGRRR
19639,Skarner,Sylas,GRRGGRR
19640,Skarner,Syndra,RRRGRRR
19641,Skarner,Tahm Kench,GRRGGRR
19642,Skarner,Taliyah,RORGRGR
19643,Skarner,Talon,GORGGRG
19644,Skarner,Taric,GRRGGRR
19645,Skarner,Teemo,GRRGRRR
19646,Skarner,Thresh,GRRGRRR
19647,Skarner,Tristana,RRRGRRR
19648,Skarner,Trundle,GORGGRR
19649,Skarner,Tryndamere,GRRRGRR
19650,Skarner,Twisted Fate,GRRGRRR
19651,Skarner,Twitch,GRRGRRR
19652,Skarner,Udyr,GORGGRR
19653,Skarner,Urgot,GRRGRRR
19654,Skarner,Varus,GRRGROR
19655,Skarner,Vayne,RRRGRRG
19656,Skarner,Veigar,GRRGRRR
19657,Skarner,Vel'Koz,GRRGRRR
19658,Skarner,Vex,RRRGRRR
19659,Skarner,Vi,RGRGGRR
19660,Skarner,Viego,GGRRGRR
19661,Skarner,Viktor,GRRGRRG
19662,Skarner,Vladimir,GRRRRRR
19663,Skarner,Volibear,GORGGRG
19664,Skarner,Warwick,GORGGRR
19665,Skarner,Wukong,GORGGRG
19666,Skarner,Xayah,RRRGRRR
19667,Skarner,Xerath,GRRGRGG
19668,Skarner,Xin Zhao,GGRGGRR
19669,Skarner,Yasuo,GRRRGRR
19670,Skarner,Yone,GRRRGRR
19671,Skarner,Yorick,GRRGGRG
19672,Skarner,Yuumi,RRRGRRR
19673,Skarner,Zac,GGRRGRR
19674,Skarner,Zed,GRRRGRR
19675,Skarner,Zeri,RRRGRRR
19676,Skarner,Ziggs,GRRGRRR
19677,Skarner,Zilean,GRRGROR
19678,Skarner,Zoe,RRRGRRR
19679,Skarner,Zyra,RRRGRRR
19680,Sona,Aatrox,RRRRRRR
19681,Sona,Ahri,GRRGGRR
19682,Sona,Akali,GRORROR
19683,Sona,Akshan,RROGGRR
19684,Sona,Alistar,RGRGRRR
19685,Sona,Amumu,RORGRRR
19686,Sona,Anivia,GRRGGRR
19687,Sona,Annie,GOGGGRR
19688,Sona,Aphelios,RROGGRR
19689,Sona,Ashe,GOOGGRR
19690,Sona,Aurelion Sol,RRRGGRR
19691,Sona,Azir,RRRGGRR
19692,Sona,Bard,RGRGGRR
19693,Sona,Bel'Veth,GRRRRRR
19694,Sona,Blitzcrank,RGRGRRR
19695,Sona,Brand,RGOGGRR
19696,Sona,Braum,RGOGRRR
19697,Sona,Caitlyn,GROGGRR
19698,Sona,Camille,GROGRRR
19699,Sona,Cassiopeia,GROGRRG
19700,Sona,Cho'Gath,RRRGRRR
19701,Sona,Corki,RRRGGRR
19702,Sona,Darius,RROGRRR
19703,Sona,Diana,GROGRRR
19704,Sona,Dr. Mundo,RRORRRR
19705,Sona,Draven,RROGGRR
19706,Sona,Ekko,RROGRRR
19707,Sona,Elise,GROGORR
19708,Sona,Evelynn,GRRGRRR
19709,Sona,Ezreal,RRGGGRG
19710,Sona,Fiddlesticks,RRRGGRR
19711,Sona,Fiora,GROGROR
19712,Sona,Fizz,RRRGRRR
19713,Sona,Galio,RORGROG
19714,Sona,Gangplank,RROGRRR
19715,Sona,Garen,RRORROG
19716,Sona,Gnar,RRRRORR
19717,Sona,Gragas,RROGRRG
19718,Sona,Graves,RROGGRR
19719,Sona,Gwen,GROGRRR
19720,Sona,Hecarim,RRRGRRR
19721,Sona,Heimerdinger,RORGGRR
19722,Sona,Illaoi,GROGRRR
19723,Sona,Irelia,GROGROG
19724,Sona,Ivern,RROGGOR
19725,Sona,Janna,GGRGGRR
19726,Sona,Jarvan IV,RROGROR
19727,Sona,Jax,RRRGRRR
19728,Sona,Jayce,RROGORR
19729,Sona,Jhin,RROGGOR
19730,Sona,Jinx,GROGGRR
19731,Sona,K'Sante,RROGRRR
19732,Sona,Kai'Sa,GROGGRR
19733,Sona,Kalista,GRRGGRR
19734,Sona,Karma,GGOGGOR
19735,Sona,Karthus,RRRGGRR
19736,Sona,Kassadin,RROGRRR
19737,Sona,Katarina,GRORRRR
19738,Sona,Kayle,GROGOOR
19739,Sona,Kayn,RROGROR
19740,Sona,Kennen,RRRRGRG
19741,Sona,Kha'Zix,RRRGRRR
19742,Sona,Kindred,RRRGGRR
19743,Sona,Kled,RRRRRRR
19744,Sona,Kog'Maw,RRRGGRG
19745,Sona,LeBlanc,GROGGRG
19746,Sona,Lee Sin,RRORROR
19747,Sona,Leona,GGOGRRR
19748,Sona,Lillia,GRRGROR
19749,Sona,Lissandra,GROGGRR
19750,Sona,Lucian,RROGGOR
19751,Sona,Lulu,GGRGGRR
19752,Sona,Lux,GOGGGOG
19753,Sona,Malphite,RRRGRRR
19754,Sona,Malzahar,RROGGRG
19755,Sona,Maokai,RORGRRR
19756,Sona,Master Yi,RROGROR
19757,Sona,Millio,RGGGGRR
19758,Sona,Miss Fortune,GROGGRG
19759,Sona,Mordekaiser,RRRRRRG
19760,Sona,Morgana,GGOGGOR
19761,Sona,Naafiri,GRRGRRR
19762,Sona,Nami,GGRGGRG
19763,Sona,Nasus,RRRGRRR
19764,Sona,Nautilus,RGRGRRR
19765,Sona,Neeko,GORGGRR
19766,Sona,Nidalee,GROGGRR
19767,Sona,Nilah,GROGRRR
19768,Sona,Nocturne,RRRGRRR
19769,Sona,Nunu & Willump,RROGRRR
19770,Sona,Olaf,RROGRRG
19771,Sona,Orianna,GRRGGRR
19772,Sona,Ornn,RRRGRRR
19773,Sona,Pantheon,ROOGRRG
19774,Sona,Poppy,GRRGROG
19775,Sona,Pyke,RGRGRRR
19776,Sona,Qiyana,GRGGRRR
19777,Sona,Quinn,GROGGOR
19778,Sona,Rakan,RGRGROR
19779,Sona,Rammus,RRRGRRR
19780,Sona,Rek'Sai,GRRGRRR
19781,Sona,Rell,GGOGRRR
19782,Sona,Renata Glasc,GGOGGRR
19783,Sona,Renekton,RRRRRRR
19784,Sona,Rengar,RRRRRRR
19785,Sona,Riven,GRORROR
19786,Sona,Rumble,RRRRRRR
19787,Sona,Ryze,RROGGRR
19788,Sona,Samira,GROGGRR
19789,Sona,Searphine,GGGGGRR
19790,Sona,Sejuani,GROGRRR
19791,Sona,Senna,GGOGGRR
19792,Sona,Sett,RRORROR
19793,Sona,Shaco,RRRGRRR
19794,Sona,Shen,RRORROG
19795,Sona,Shyvana,GRRRROR
19796,Sona,Singed,RROGRRR
19797,Sona,Sion,RRRGRRR
19798,Sona,Sivir,GROGGRR
19799,Sona,Skarner,RRRGRRR
19800,Sona,Sona,GGGGGGG
19801,Sona,Soraka,GGRGGOR
19802,Sona,Swain,ROOGGRG
19803,Sona,Sylas,RRGGROR
19804,Sona,Syndra,GRGGGOR
19805,Sona,Tahm Kench,RORGRRR
19806,Sona,Taliyah,GRGGGRR
19807,Sona,Talon,RROGRRR
19808,Sona,Taric,RGOGROR
19809,Sona,Teemo,RRRGGRR
19810,Sona,Thresh,RGRGGRR
19811,Sona,Tristana,GRRGGRR
19812,Sona,Trundle,RRRGRRG
19813,Sona,Tryndamere,RRORRRR
19814,Sona,Twisted Fate,RRGGGRR
19815,Sona,Twitch,RRRGGRR
19816,Sona,Udyr,RROGROR
19817,Sona,Urgot,RROGGRG
19818,Sona,Varus,RROGGOR
19819,Sona,Vayne,GROGGOR
19820,Sona,Veigar,RRRGGRR
19821,Sona,Vel'Koz,RORGGRR
19822,Sona,Vex,GRRGGRR
19823,Sona,Vi,GROGRRR
19824,Sona,Viego,RRRRRRR
19825,Sona,Viktor,RROGGRR
19826,Sona,Vladimir,RRORGRG
19827,Sona,Volibear,RRRGRRR
19828,Sona,Warwick,RROGRRR
19829,Sona,Wukong,RRRGROR
19830,Sona,Xayah,GRRGGOR
19831,Sona,Xerath,RORGGRR
19832,Sona,Xin Zhao,RROGROG
19833,Sona,Yasuo,RRGRROR
19834,Sona,Yone,RRORRRR
19835,Sona,Yorick,RROGRRR
19836,Sona,Yuumi,GGRGGRR
19837,Sona,Zac,RRRRRRR
19838,Sona,Zed,RRORROR
19839,Sona,Zeri,GRGGGRR
19840,Sona,Ziggs,RRRGGRR
19841,Sona,Zilean,RGGGGRR
19842,Sona,Zoe,GROGGRR
19843,Sona,Zyra,GGRGGRR
19844,Soraka,Aatrox,RRRRRRR
19845,Soraka,Ahri,GRRGGRR
19846,Soraka,Akali,GRRRROR
19847,Soraka,Akshan,RRRGGRR
19848,Soraka,Alistar,RGRGRRG
19849,Soraka,Amumu,RORGRRG
19850,Soraka,Anivia,GRRGGRG
19851,Soraka,Annie,GORGGRG
19852,Soraka,Aphelios,RRRGGOR
19853,Soraka,Ashe,GORGGRG
19854,Soraka,Aurelion Sol,RROGGOR
19855,Soraka,Azir,RRRGGRR
19856,Soraka,Bard,RGGGGRR
19857,Soraka,Bel'Veth,GRRRRRR
19858,Soraka,Blitzcrank,RGRGRRG
19859,Soraka,Brand,RGRGGRR
19860,Soraka,Braum,RGRGRRR
19861,Soraka,Caitlyn,GRRGGRR
19862,Soraka,Camille,GRRGRRR
19863,Soraka,Cassiopeia,GRRGRRR
19864,Soraka,Cho'Gath,RRRGRRG
19865,Soraka,Corki,RRRGGRG
19866,Soraka,Darius,RRRGRRR
19867,Soraka,Diana,GRRGROR
19868,Soraka,Dr. Mundo,RRRRRRG
19869,Soraka,Draven,RRRGGRR
19870,Soraka,Ekko,RRRGRRR
19871,Soraka,Elise,GRRGORR
19872,Soraka,Evelynn,GRRGRRG
19873,Soraka,Ezreal,RRRGGRR
19874,Soraka,Fiddlesticks,RRRGGRG
19875,Soraka,Fiora,GRRGRRR
19876,Soraka,Fizz,RRRGRRR
19877,Soraka,Galio,RORGRRR
19878,Soraka,Gangplank,RRRGRRG
19879,Soraka,Garen,RRRRRRR
19880,Soraka,Gnar,RRRRORR
19881,Soraka,Gragas,RRRGRRR
19882,Soraka,Graves,RRRGGRR
19883,Soraka,Gwen,GRRGRRR
19884,Soraka,Hecarim,RRRGRRR
19885,Soraka,Heimerdinger,RORGGRG
19886,Soraka,Illaoi,GRRGRRR
19887,Soraka,Irelia,GRRGROR
19888,Soraka,Ivern,RRRGGOR
19889,Soraka,Janna,GGRGGRG
19890,Soraka,Jarvan IV,RRRGRRR
19891,Soraka,Jax,RRRGRRG
19892,Soraka,Jayce,RRRGORR
19893,Soraka,Jhin,RRRGGOR
19894,Soraka,Jinx,GRRGGRR
19895,Soraka,K'Sante,RRRGRRR
19896,Soraka,Kai'Sa,GRRGGRR
19897,Soraka,Kalista,GRRGGRR
19898,Soraka,Karma,GGRGGOR
19899,Soraka,Karthus,RRRGGRG
19900,Soraka,Kassadin,RRRGRRG
19901,Soraka,Katarina,GRRRRRG
19902,Soraka,Kayle,GRRGOOG
19903,Soraka,Kayn,RRRGROR
19904,Soraka,Kennen,RRRRGRR
19905,Soraka,Kha'Zix,RRRGRRR
19906,Soraka,Kindred,RRRGGRR
19907,Soraka,Kled,RRRRRRR
19908,Soraka,Kog'Maw,RRRGGRR
19909,Soraka,LeBlanc,GRRGGRR
19910,Soraka,Lee Sin,RRRRROR
19911,Soraka,Leona,GGRGROR
19912,Soraka,Lillia,GRRGROR
19913,Soraka,Lissandra,GRRGGRR
19914,Soraka,Lucian,RRRGGRR
19915,Soraka,Lulu,GGRGGRR
19916,Soraka,Lux,GORGGRR
19917,Soraka,Malphite,RRRGRRG
19918,Soraka,Malzahar,RRRGGRR
19919,Soraka,Maokai,RORGRRR
19920,Soraka,Master Yi,RRRGROG
19921,Soraka,Millio,RGRGGRR
19922,Soraka,Miss Fortune,GRRGGRR
19923,Soraka,Mordekaiser,RRRRRRR
19924,Soraka,Morgana,GGRGGOG
19925,Soraka,Naafiri,GRRGRRR
19926,Soraka,Nami,GGRGGRR
19927,Soraka,Nasus,RRRGRRG
19928,Soraka,Nautilus,RGRGRRR
19929,Soraka,Neeko,GORGGRR
19930,Soraka,Nidalee,GRRGGRG
19931,Soraka,Nilah,GRRGRRR
19932,Soraka,Nocturne,RRRGRRR
19933,Soraka,Nunu & Willump,RRRGRRG
19934,Soraka,Olaf,RRRGRRR
19935,Soraka,Orianna,GRRGGRR
19936,Soraka,Ornn,RRRGRRR
19937,Soraka,Pantheon,RORGROR
19938,Soraka,Poppy,GRRGRRR
19939,Soraka,Pyke,RGRGRRR
19940,Soraka,Qiyana,GRRGRRR
19941,Soraka,Quinn,GRRGGRR
19942,Soraka,Rakan,RGRGROR
19943,Soraka,Rammus,RRRGRRG
19944,Soraka,Rek'Sai,GRRGRRR
19945,Soraka,Rell,GGRGRRR
19946,Soraka,Renata Glasc,GGRGGRR
19947,Soraka,Renekton,RRRRRRR
19948,Soraka,Rengar,RRRRRRR
19949,Soraka,Riven,GRRRROR
19950,Soraka,Rumble,RRRRRRR
19951,Soraka,Ryze,RRRGGRG
19952,Soraka,Samira,GRRGGRR
19953,Soraka,Searphine,GGRGGRR
19954,Soraka,Sejuani,GRRGRRR
19955,Soraka,Senna,GGRGGRR
19956,Soraka,Sett,RRRRROR
19957,Soraka,Shaco,RRRGRRG
19958,Soraka,Shen,RRRRROR
19959,Soraka,Shyvana,GRRRRRR
19960,Soraka,Singed,RRRGRRG
19961,Soraka,Sion,RRRGRRG
19962,Soraka,Sivir,GRRGGRG
19963,Soraka,Skarner,RRRGRRR
19964,Soraka,Sona,GGRGGOR
19965,Soraka,Soraka,GGGGGGG
19966,Soraka,Swain,RORGGRR
19967,Soraka,Sylas,RRRGRRR
19968,Soraka,Syndra,GRRGGOR
19969,Soraka,Tahm Kench,RORGRRR
19970,Soraka,Taliyah,GRRGGRR
19971,Soraka,Talon,RRRGRRR
19972,Soraka,Taric,RGRGROG
19973,Soraka,Teemo,RRRGGRG
19974,Soraka,Thresh,RGRGGRR
19975,Soraka,Tristana,GRRGGRG
19976,Soraka,Trundle,RRRGRRR
19977,Soraka,Tryndamere,RRRRRRG
19978,Soraka,Twisted Fate,RRRGGRG
19979,Soraka,Twitch,RRRGGRG
19980,Soraka,Udyr,RRRGROG
19981,Soraka,Urgot,RRRGGRR
19982,Soraka,Varus,RRRGGOR
19983,Soraka,Vayne,GRRGGRR
19984,Soraka,Veigar,RRRGGRG
19985,Soraka,Vel'Koz,RORGGRR
19986,Soraka,Vex,GRRGGRR
19987,Soraka,Vi,GRRGRRR
19988,Soraka,Viego,RRRRRRR
19989,Soraka,Viktor,RRRGGRR
19990,Soraka,Vladimir,RRRRGRR
19991,Soraka,Volibear,RRRGRRR
19992,Soraka,Warwick,RRRGRRG
19993,Soraka,Wukong,RRRGROR
19994,Soraka,Xayah,GRRGGOR
19995,Soraka,Xerath,RORGGRR
19996,Soraka,Xin Zhao,RRRGROR
19997,Soraka,Yasuo,RRRRROR
19998,Soraka,Yone,RRRRRRR
19999,Soraka,Yorick,RRRGRRR
20000,Soraka,Yuumi,GGRGGRR
20001,Soraka,Zac,RRRRRRR
20002,Soraka,Zed,RRRRROR
20003,Soraka,Zeri,GRRGGRR
20004,Soraka,Ziggs,RRRGGRR
20005,Soraka,Zilean,RGRGGRG
20006,Soraka,Zoe,GRRGGOR
20007,Soraka,Zyra,GGRGGRR
20008,Swain,Aatrox,GRRRRRR
20009,Swain,Ahri,RORGGRR
20010,Swain,Akali,ROORRRR
20011,Swain,Akshan,GOOGGRR
20012,Swain,Alistar,GORGRRR
20013,Swain,Amumu,GORGRRR
20014,Swain,Anivia,RORGGRR
20015,Swain,Annie,RGOGGOR
20016,Swain,Aphelios,GROGGRR
20017,Swain,Ashe,ROOGGRR
20018,Swain,Aurelion Sol,GORGGRR
20019,Swain,Azir,GORGGRR
20020,Swain,Bard,GORGGRR
20021,Swain,Bel'Veth,RRRRRRR
20022,Swain,Blitzcrank,RORGRRR
20023,Swain,Brand,GOGGGRR
20024,Swain,Braum,GOOGRRR
20025,Swain,Caitlyn,RROGGRR
20026,Swain,Camille,RROGRRR
20027,Swain,Cassiopeia,ROGGRRG
20028,Swain,Cho'Gath,GRRGRRR
20029,Swain,Corki,GORGGRR
20030,Swain,Darius,GROGRGR
20031,Swain,Diana,ROOGRRR
20032,Swain,Dr. Mundo,GRORRRR
20033,Swain,Draven,GROGGGR
20034,Swain,Ekko,GOOGRRR
20035,Swain,Elise,RRGGOOR
20036,Swain,Evelynn,RRRGRRR
20037,Swain,Ezreal,GROGGRG
20038,Swain,Fiddlesticks,RRRGGRR
20039,Swain,Fiora,RROGRRR
20040,Swain,Fizz,GORGRRR
20041,Swain,Galio,GGRGRRG
20042,Swain,Gangplank,GROGRRR
20043,Swain,Garen,GRORRRG
20044,Swain,Gnar,GRRRORR
20045,Swain,Gragas,GROGRRG
20046,Swain,Graves,GROGGRR
20047,Swain,Gwen,RRGGRRR
20048,Swain,Hecarim,GRRGRRR
20049,Swain,Heimerdinger,GGRGGRR
20050,Swain,Illaoi,RROGRRR
20051,Swain,Irelia,ROOGRRG
20052,Swain,Ivern,GRGGGRR
20053,Swain,Janna,RORGGRR
20054,Swain,Jarvan IV,GROGRRR
20055,Swain,Jax,GRRGRRR
20056,Swain,Jayce,GOOGORR
20057,Swain,Jhin,GROGGRR
20058,Swain,Jinx,RROGGRR
20059,Swain,K'Sante,GROGRRR
20060,Swain,Kai'Sa,RROGGRR
20061,Swain,Kalista,RRRGGRR
20062,Swain,Karma,ROOGGRR
20063,Swain,Karthus,GRRGGOR
20064,Swain,Kassadin,GOOGRRR
20065,Swain,Katarina,ROORRGR
20066,Swain,Kayle,RROGORR
20067,Swain,Kayn,GROGROR
20068,Swain,Kennen,GRRRGRG
20069,Swain,Kha'Zix,GRRGRRR
20070,Swain,Kindred,RRRGGRR
20071,Swain,Kled,GRRRRGR
20072,Swain,Kog'Maw,GRRGGRG
20073,Swain,LeBlanc,ROGGGGG
20074,Swain,Lee Sin,GRORRRR
20075,Swain,Leona,ROOGRRR
20076,Swain,Lillia,RRRGRRR
20077,Swain,Lissandra,ROOGGRR
20078,Swain,Lucian,GROGGRR
20079,Swain,Lulu,RORGGRR
20080,Swain,Lux,RGOGGRG
20081,Swain,Malphite,GRRGRRR
20082,Swain,Malzahar,GOOGGRG
20083,Swain,Maokai,GORGRRR
20084,Swain,Master Yi,GROGRRR
20085,Swain,Millio,GOOGGRR
20086,Swain,Miss Fortune,RROGGRG
20087,Swain,Mordekaiser,GRRRRGG
20088,Swain,Morgana,ROOGGRR
20089,Swain,Naafiri,RORGRRR
20090,Swain,Nami,RORGGRG
20091,Swain,Nasus,GRRGRRR
20092,Swain,Nautilus,GORGRRR
20093,Swain,Neeko,RGRGGRR
20094,Swain,Nidalee,RROGGRR
20095,Swain,Nilah,RROGRRR
20096,Swain,Nocturne,GRRGRRR
20097,Swain,Nunu & Willump,GROGRRR
20098,Swain,Olaf,GROGRRG
20099,Swain,Orianna,RORGGRR
20100,Swain,Ornn,GRRGRRR
20101,Swain,Pantheon,GOOGRRG
20102,Swain,Poppy,RRRGRRG
20103,Swain,Pyke,GORGRRR
20104,Swain,Qiyana,ROOGRRR
20105,Swain,Quinn,RROGGRR
20106,Swain,Rakan,GORGRRR
20107,Swain,Rammus,GRRGRRR
20108,Swain,Rek'Sai,RRRGRRR
20109,Swain,Rell,ROOGRGR
20110,Swain,Renata Glasc,ROOGGRR
20111,Swain,Renekton,GRRRRRR
20112,Swain,Rengar,GRRRRRR
20113,Swain,Riven,RRORROR
20114,Swain,Rumble,GORRRRR
20115,Swain,Ryze,GOGGGRR
20116,Swain,Samira,RROGGOR
20117,Swain,Searphine,ROOGGRR
20118,Swain,Sejuani,RROGRRR
20119,Swain,Senna,ROOGGRR
20120,Swain,Sett,GRORRRR
20121,Swain,Shaco,GRRGRRR
20122,Swain,Shen,GRORRRG
20123,Swain,Shyvana,RRORRRR
20124,Swain,Singed,GROGRRR
20125,Swain,Sion,GRRGRGR
20126,Swain,Sivir,RROGGRR
20127,Swain,Skarner,GRRGRRR
20128,Swain,Sona,ROOGGRG
20129,Swain,Soraka,RORGGRR
20130,Swain,Swain,GGGGGGG
20131,Swain,Sylas,GROGRRR
20132,Swain,Syndra,ROOGGRR
20133,Swain,Tahm Kench,GORGRRR
20134,Swain,Taliyah,ROOGGRR
20135,Swain,Talon,GOOGRGR
20136,Swain,Taric,GOOGRRR
20137,Swain,Teemo,GRRGGRR
20138,Swain,Thresh,GORGGRR
20139,Swain,Tristana,RRRGGRR
20140,Swain,Trundle,GRRGRRG
20141,Swain,Tryndamere,GRGRRRR
20142,Swain,Twisted Fate,GOOGGRR
20143,Swain,Twitch,GRRGGRR
20144,Swain,Udyr,GROGRRR
20145,Swain,Urgot,GROGGOG
20146,Swain,Varus,GOOGGRR
20147,Swain,Vayne,RROGGRR
20148,Swain,Veigar,GORGGRR
20149,Swain,Vel'Koz,GGRGGRR
20150,Swain,Vex,RORGGRR
20151,Swain,Vi,RROGRRR
20152,Swain,Viego,GRRRRRR
20153,Swain,Viktor,GOOGGRR
20154,Swain,Vladimir,GOGRGOG
20155,Swain,Volibear,GRRGRRR
20156,Swain,Warwick,GROGRRR
20157,Swain,Wukong,GRRGRRR
20158,Swain,Xayah,RRRGGRR
20159,Swain,Xerath,GGRGGRR
20160,Swain,Xin Zhao,GROGROG
20161,Swain,Yasuo,GOORRRR
20162,Swain,Yone,GOGRRRR
20163,Swain,Yorick,GRGGRRR
20164,Swain,Yuumi,ROOGGRR
20165,Swain,Zac,GRRRRRR
20166,Swain,Zed,GOGRRRR
20167,Swain,Zeri,RROGGRR
20168,Swain,Ziggs,GORGGRR
20169,Swain,Zilean,GOOGGRR
20170,Swain,Zoe,ROOGGRR
20171,Swain,Zyra,RORGGRR
20172,Sylas,Aatrox,GGRRGRR
20173,Sylas,Ahri,RRRGRRR
20174,Sylas,Akali,ROORGRR
20175,Sylas,Akshan,GOOGRRR
20176,Sylas,Alistar,GRRGGRR
20177,Sylas,Amumu,GRRGGRR
20178,Sylas,Anivia,RRRGROR
20179,Sylas,Annie,RRGGRRR
20180,Sylas,Aphelios,GROGRRG
20181,Sylas,Ashe,RROGROR
20182,Sylas,Aurelion Sol,GRRGRRR
20183,Sylas,Azir,GRRGRRR
20184,Sylas,Bard,GRRGRRR
20185,Sylas,Bel'Veth,RRRRGRR
20186,Sylas,Blitzcrank,RRRGGRR
20187,Sylas,Brand,GROGROR
20188,Sylas,Braum,GROGGOR
20189,Sylas,Caitlyn,RROGRRR
20190,Sylas,Camille,RGOGGRR
20191,Sylas,Cassiopeia,RROGRRR
20192,Sylas,Cho'Gath,GGRGGRR
20193,Sylas,Corki,GRRGRRR
20194,Sylas,Darius,GGOGGRR
20195,Sylas,Diana,RROGGRR
20196,Sylas,Dr. Mundo,GGORGRR
20197,Sylas,Draven,GROGRRR
20198,Sylas,Ekko,GROGGRR
20199,Sylas,Elise,RROGORR
20200,Sylas,Evelynn,RRRGGRR
20201,Sylas,Ezreal,GRGGRRR
20202,Sylas,Fiddlesticks,RRRGRRR
20203,Sylas,Fiora,RGOGGOR
20204,Sylas,Fizz,GRRGGRR
20205,Sylas,Galio,GRRGGOR
20206,Sylas,Gangplank,GGOGGRR
20207,Sylas,Garen,GGORGOR
20208,Sylas,Gnar,GGRROOR
20209,Sylas,Gragas,GOOGGOR
20210,Sylas,Graves,GROGRRR
20211,Sylas,Gwen,RGOGGRR
20212,Sylas,Hecarim,GRRGGRR
20213,Sylas,Heimerdinger,GRRGRRR
20214,Sylas,Illaoi,RGOGGRR
20215,Sylas,Irelia,ROOGGRR
20216,Sylas,Ivern,GROGROR
20217,Sylas,Janna,RRRGRRR
20218,Sylas,Jarvan IV,GROGGOR
20219,Sylas,Jax,GORGGRR
20220,Sylas,Jayce,GOOGORR
20221,Sylas,Jhin,GROGRRR
20222,Sylas,Jinx,RROGRRR
20223,Sylas,K'Sante,GGOGGRR
20224,Sylas,Kai'Sa,RROGRRR
20225,Sylas,Kalista,RRRGRRR
20226,Sylas,Karma,RROGRRR
20227,Sylas,Karthus,GRRGRRR
20228,Sylas,Kassadin,GROGGRR
20229,Sylas,Katarina,RRORGRR
20230,Sylas,Kayle,RGOGOOR
20231,Sylas,Kayn,GROGGRR
20232,Sylas,Kennen,GGRRRRR
20233,Sylas,Kha'Zix,GRRGGRR
20234,Sylas,Kindred,RRRGRRR
20235,Sylas,Kled,GGRRGRR
20236,Sylas,Kog'Maw,GRRGRRR
20237,Sylas,LeBlanc,RROGRRR
20238,Sylas,Lee Sin,GRORGRR
20239,Sylas,Leona,RROGGRR
20240,Sylas,Lillia,RRRGGRR
20241,Sylas,Lissandra,RROGROR
20242,Sylas,Lucian,GROGROR
20243,Sylas,Lulu,RRRGRRR
20244,Sylas,Lux,RRGGROR
20245,Sylas,Malphite,GGRGGRR
20246,Sylas,Malzahar,GROGRRR
20247,Sylas,Maokai,GRRGGRR
20248,Sylas,Master Yi,GROGGRR
20249,Sylas,Millio,GRGGRRR
20250,Sylas,Miss Fortune,RROGRRR
20251,Sylas,Mordekaiser,GGRRGRR
20252,Sylas,Morgana,RROGROR
20253,Sylas,Naafiri,RRRGGRR
20254,Sylas,Nami,RRRGRRR
20255,Sylas,Nasus,GGRGGRR
20256,Sylas,Nautilus,GRRGGRR
20257,Sylas,Neeko,RRRGRRR
20258,Sylas,Nidalee,RROGRRR
20259,Sylas,Nilah,RROGGRR
20260,Sylas,Nocturne,GRRGGRR
20261,Sylas,Nunu & Willump,GROGGOR
20262,Sylas,Olaf,GOOGGOR
20263,Sylas,Orianna,RRRGRRR
20264,Sylas,Ornn,GGRGGOR
20265,Sylas,Pantheon,GOOGGRR
